esm2;16;softmax;1.5513266324996948;0.27796289324760437;0.2249196618795395
esm2;32;softmax;1.3478230237960815;0.32550889253616333;0.2541104257106781
esm2;64;softmax;1.230538249015808;0.3489586114883423;0.2682064175605774
esm2;128;softmax;1.1999094486236572;0.359046071767807;0.27362629771232605
protT5;16;softmax;1.307325005531311;0.3233969211578369;0.25380784273147583
protT5;32;softmax;1.0287997722625732;0.38506022095680237;0.28820693492889404
protT5;64;softmax;0.9584242701530457;0.4052038788795471;0.3005569875240326
protT5;128;softmax;0.8921504020690918;0.41907235980033875;0.3057304918766022
proteinBERT;16;softmax;2.1049985885620117;0.19790303707122803;0.16951049864292145
proteinBERT;32;softmax;2.098137140274048;0.22597482800483704;0.18887104094028473
proteinBERT;64;softmax;1.9215322732925415;0.2620617747306824;0.21660774946212769
proteinBERT;128;softmax;1.8984739780426025;0.27620553970336914;0.22642727196216583
